id,prompt_id,issue,party
ltwwher,75,,LNP
ltye6sd,75,COL,LNP
ltya60b,75,COL,LNP
ltul9jg,75,,LNP
ltulifs,75,AL,KAP
ltyuluh,76,,LNP
lu6jp50,77,,
ltwt1zf,78,,
ltv12lt,79,,
ltvhkiv,80,COL,ALP
ltyglmw,81,,
ltwrydw,82,,
ltxq73k,83,,
ltxjft5,84,,ALP
ltyln8c,85,,
ltzjx35,86,,
ltwycwt,87,,
lty1jg4,88,,
ltulluj,89,COL,LNP
ltwk5qo,90,,
ltwwuxp,91,EI,ALP
ltx3hxm,91,EI,LNP
ltzk7j4,92,,LNP
ltx11zt,93,,LNP
lu46b2j,1,,LNP
ltwpdfy,2,,ALP
ltuluil,3,,
ltyu824,4,,
ltzkkul,5,EI,LNP
lu486wa,6,,
ltuopht,7,,LNP
ltumjng,8,,LNP
ltzmj9c,9,EI,LNP
lu48ip0,10,,
lty3b0i,11,,LNP
ltuw4dm,12,,
ltungou,13,,
ltzmlif,14,EI,LNP
luajziq,15,,
ltunqly,16,,LNP
ltzmqno,17,EI,LNP
luau9d3,18,,
ltusyo8,19,,
ltzmxk7,20,,LNP
ltwnsyh,21,,LNP
ltzney7,22,,
ltwshhw,23,,
ltzngjd,24,,
ltwturd,25,,
ltwudqo,26,,
ltwukow,27,,
ltwver5,28,,
ltwwd9s,29,,LNP
ltxpmhi,30,,
ltytbw6,31,,
ltyu02t,32,,
ltyved2,33,,
ltzni8t,34,,
ltyx7p0,35,,
ltzxoxi,36,,
ltsdqmx,37,AL,
ltsbgy8,38,,
ltsf017,39,,
ltseith,40,,
ltub58z,41,,
ltsdq7f,42,,
ltsfj9s,43,,
ltsnz0p,44,,
ltsi66n,45,,
ltsdyka,46,,
ltsqpxr,47,,
ltshkem,48,,
ltsa1qt,49,,Greens
ltsg21o,50,,ALP
ltx5d1c,51,,
ltukgub,52,,LNP
ltsdsp6,53,,
ltsf5of,54,,
ltsfrzk,55,,
ltsym08,56,,
ltt0tr7,57,,
ltugjc7,58,,
ltuibnz,59,,
ltxi05l,60,,
ltujirt,61,,
lttb7n3,62,,
ltzjkbm,63,,
ltzodpu,64,,
ltv4bc3,65,,
ltsey2y,66,,
ltss5e5,67,,ALP
ltsmhq7,68,,KAP
lttkc6r,69,,
ltsh3na,70,,
lttmbsp,71,,
ltsvpkk,72,,
ltshct5,73,,
ltsieop,74,,
ltskxxs,75,,
ltstzys,76,,LNP
ltudso0,77,,
ltv4qcu,78,,
ltsznjp,79,,
lttb2r6,80,,
ltsdogi,81,,Greens
ltseea4,82,,Greens
ltskbe5,83,,LNP
ltsgdvv,84,,Greens
ltsjjad,85,,Greens
ltv62io,86,YC,LNP
ltsqes6,87,,Greens
ltsyq12,88,,Greens
lttx3ml,89,,KAP
ltxp2sg,90,AL,LNP
ltu3er2,91,,
ltt1fcf,92,,
ltseumu,93,,
ltsi45c,94,,
ltsxch6,95,,Greens
lttjmug,96,,Greens
ltv53wp,97,,LNP
ltsm05j,98,,Greens
ltv59la,99,,Greens
ltsjl9u,100,,Greens
lttywr6,101,,KAP
ltuf0hc,102,,
ltt1imw,103,,Greens
ltsibq4,104,,Greens
ltt5epd,105,,
ltsxfkb,106,,
ltt1ko1,107,,
ltsjvc7,108,,Greens
ltv5ofm,109,,LNP
ltskccc,110,,ALP
ltskhdu,111,,
lttt2p3,112,,
ltslp88,113,,
ltrp0jc,114,YC,ALP
ltrqik2,115,YC,ALP
ltrut0d,116,YC,
ltrjz4y,117,YC,
ltrms34,118,YC,
ltrksnd,119,YC,
ltrlkw5,120,,
ltrkh3a,121,,
ltrmstc,122,YC,
ltroiib,123,YC,
ltrotqc,124,YC,
ltrynl3,125,YC,
lts0vtw,126,YC,
lts06pm,127,YC,ALP
ltrnehy,128,,
lts23kd,129,YC,
ltrp2qy,130,YC,
ltrn0u8,131,,
ltt2ybp,132,YC,
ltskj01,133,YC,
ltrwtyh,134,YC,
ltsitcy,135,YC,
ltrpagn,136,,
ltrxouz,137,YC,LNP
ltrpet0,138,YC,
ltrr025,139,YC,
ltryyyc,140,YC,
ltrzgdm,141,YC,
lttl1fo,142,,
ltre4xq,143,,
ltu4huz,144,YC,
ltty89d,145,,
ltt6s3u,146,,LNP
lttgn7v,1,,
lttqfv9,2,,LNP
ltuenmg,3,,LNP
ltt5dfw,4,,
ltttm28,5,EI,LNP
ltrz6x9,6,,
ltu428w,7,,ALP
lts2843,8,,
ltrfvu4,9,,
lttsgzw,10,,
ltqq8f4,11,,
ltto535,12,,
ltto730,13,,ALP
lttqab9,14,,LNP
lttqip1,15,,Greens
lttv7hg,16,,LNP
lttwem7,17,,LNP
ltty00z,18,COL,LNP
ltu3oj0,19,,ALP
ltuattv,20,,LNP
ltuck76,21,,
lttt0gd,22,,
lttyl65,23,,LNP
ltu8rr9,24,,ALP
ltttrwz,25,,ALP
ltu5hvm,26,,Greens
ltrc8d7,27,,LNP
ltqhthf,28,,
lttrim2,29,,LNP
lttu1gt,30,,
lttv74u,31,,LNP
lttyecq,32,,
lttzac2,33,,
lttzelh,34,,
ltu2tzl,35,,LNP
ltug5p1,36,,LNP
ltugwat,37,,
lttqxqb,38,,ALP
lttw4ci,39,,LNP
lttw1mf,40,,ALP
ltu1io5,41,,
ltu33o4,42,,
ltub6tq,43,,LNP
ltud2ty,44,,
ltug6tz,45,,LNP
lts13d1,46,,
lttvvz4,47,,ALP
ltu4wpv,48,YC,LNP
ltr0ypk,49,,
ltqyopu,50,YC,LNP
lttzzr4,51,,Greens
lttn68p,52,,LNP
ltr8oiy,53,,
lttrrdw,54,,LNP
lttvang,55,,
ltu0xa6,56,,
ltu33o7,57,,
ltu9roe,58,,LNP
lttwf8i,59,,LNP
ltu9vwt,60,YC,
lttvopg,61,,
lttwkzu,62,,LNP
ltubu6i,63,,
ltugwn2,64,,ALP
lttej1z,65,,
ltttuq7,66,,
lttm76r,67,AL,
lttw8vn,68,,
ltttozv,69,,LNP
ltu7byv,70,,ALP
ltu8oo8,71,,ALP
ltr9mon,72,AL,LNP
lttowiq,73,,
lttxxkc,74,,
ltryfuy,75,AL,LNP
ltqpstd,76,,ALP
ltta5wk,77,AL,LNP
ltu4z99,78,,Greens
ltu7jlt,79,,ALP
lttwarx,80,AL,LNP
ltu0uxt,81,,LNP
ltra6cu,82,,ALP
ltranmi,83,,
ltttbzy,84,EI,LNP
lttzgjb,85,,
ltu0s2s,86,,LNP
ltssxu2,87,,Greens
lttr8he,88,,ON
lttvafg,89,,LNP
lttzapc,90,,LNP
ltuenw7,91,EI,LNP
lttfw7k,92,,
lttmkii,93,,
lttpgqz,94,,LNP
lttrmmw,95,,ON
lttsele,96,,
ltttr3r,97,,LNP
ltttvvx,98,,
lttwjd5,99,,
lttzd7r,100,,
ltu3m18,101,,
ltu77pj,102,,LNP
ltu7qav,103,,ALP
ltqmm14,104,,
lttu0a9,105,,LNP
ltsyfdg,106,,
lttq0rh,107,,
lttvrag,108,,
ltu20ur,109,,
ltu2d5c,110,,
ltu63da,111,,LNP
ltryohg,112,,
ltttcoy,113,YC,LNP
ltsqhnr,114,,
ltuc8h1,115,,ALP
lttmxsq,116,,LNP
lttnt4o,117,,ON
ltto583,118,,
lttq912,119,,
ltts6vq,120,AL,KAP
ltttjhv,121,,ALP
lttwn82,122,,LNP
ltu3las,123,,ALP
ltu53vi,124,,ALP
ltu6mj9,125,,ALP
ltu74y2,126,,
ltub9af,127,,ALP
lttcqbk,128,,
lttikm2,129,,
lttpint,130,,Greens
lttvaaw,131,EI,LNP
lttvd3f,132,,
lttypen,133,,
lttz4jg,134,,
lttzysc,135,,
ltu2xv8,136,,LNP
ltubqp9,137,,
ltufax0,138,,ALP
lttsbgg,139,,
lttsqdq,140,,ALP
lttz985,141,,LNP
ltu48zn,142,EI,LNP
lttmm8m,143,,
lttq1ed,144,YC,LNP
lttwm1p,145,,
lttzpnv,146,,LNP
ltu0rli,147,,LNP
ltu6xel,148,AL,LNP
ltue4si,149,,LNP
ltrskj5,150,,
lttpugf,151,,LNP
lttrexb,152,,ON
lttrmdq,153,,KAP
ltttx4d,154,,LNP
lttuao3,155,,
lttuevd,156,,
lttvxzh,157,,ALP
lttwc9u,158,,LNP
lttwcva,159,,
lttyoc3,160,,LNP
lttzh78,161,,LNP
ltu14zy,162,,
ltu1f97,163,,KAP
ltu4qf5,164,,Greens
ltu65zm,165,,
ltuhmiz,166,,
lts9wdn,167,,ON
lttoprn,168,,LNP
lttpi36,169,,Greens
lttwghq,170,,LNP
ltu2aoo,171,,LNP
ltu2zsf,172,AL,KAP
lttwhyg,173,AL,LNP
ltubcfv,174,,LNP
ltuh719,175,AL,LNP
ltu9gjs,176,,LNP
ltue0r5,177,YC,LNP
ltsrmr2,178,,ALP
lttrpkx,179,,LNP
lttvuqj,180,,LNP
lttwmsb,181,,LNP
lttx3ln,182,AL,LNP
ltu0rss,183,,
ltugx5l,184,,
ltsy6te,185,,
lttqii6,186,,LNP
lttrq0p,187,,
lttt1dl,188,,
ltttsu5,189,,
lttxh2a,190,,
ltty74t,191,,
ltu1be6,192,,LNP
ltu1st6,193,EI,ALP
ltu1zba,194,,
ltu64lc,195,,
ltu6uuw,196,,
ltu00jc,197,,
ltug24k,198,YC,LNP
lttlv91,199,,
lttpiiy,200,,ALP
lttthbh,201,,LNP
lttvf22,202,,LNP
lttwivl,203,,LNP
ltu19tv,1,,LNP
ltu9o0b,2,,
ltuh5et,3,COL,ALP
ltth59e,4,,ALP
lttpnnd,5,,ALP
lttq3s1,6,,ALP
lttqfzq,7,YC,LNP
lttu7g1,8,,
lttvnhl,9,,ALP
lttw8ps,10,AL,LNP
lttwj3b,11,,
ltu1l3x,12,,
ltrfqaz,13,,
ltrpgd4,14,,
lts4ufz,15,,
ltsnpju,16,,
ltswkzv,17,,LNP
lttq0ky,18,,ALP
lttq5lz,19,,ALP
lttv0o9,20,,KAP
lttxwcg,21,,
lttyw2m,22,,
lttz4ml,23,,
ltu1ap7,24,,LNP
ltu41ck,25,,
ltu4pbh,26,,LNP
ltqq8dx,27,,
lttrc48,28,EI,LNP
lttvlwn,29,,LNP
lttw631,30,,LNP
ltu0ou3,31,H,LNP
ltu20oe,32,,
ltu335u,33,AL,LNP
lttuayp,34,COL,
ltu0518,35,,
ltu1vh9,36,,
ltu2hnu,37,YC,LNP
ltu4yvt,38,,
ltuh0r8,39,,LNP
lttwkqz,40,,LNP
ltu6gw6,41,,
ltucdmg,42,,
ltuedq6,43,H,LNP
ltso6qd,44,EI,LNP
ltub6vd,45,,
lttrcwk,46,,
lttveil,47,,LNP
ltu27ne,48,,
ltu70ty,49,,
ltt4fz7,50,,
lttfpij,51,,
lttl6ys,52,,
lttnrzv,53,,
lttoe02,54,,
lttoq6x,55,,
lttp0yf,56,,
lttp5fm,57,,
lttp78f,58,,
lttptn9,59,,
lttpzyw,60,,
lttq4k0,61,,
lttq5wp,62,,
lttqf2a,63,,
lttqfnh,64,,
lttqsbz,65,,LNP
lttsga8,66,,
ltttg7n,67,,
lttufvn,68,,
lttvrip,69,,
lttvuf5,70,,
lttx3av,71,,
lttzrv5,72,,
ltu3enm,73,,
ltrdyma,74,,
ltreu77,75,,
ltrklit,76,,
ltsg5qv,77,,
lttq6y4,78,YC,LNP
lttq7z9,79,,KAP
lttqfgz,80,,ALP
lttro4j,81,,ON
lttte0t,82,,
lttua5y,83,,
lttz95b,84,,
ltu7ciy,85,,
ltud2mk,86,,
ltudmaf,87,,LNP
ltuemd2,88,,
ltuf8b2,89,,ALP
ltuizme,90,,LNP
ltu3746,91,,LNP
ltuce1i,92,YC,LNP
ltug81v,93,,
ltqnjg4,94,,
ltudubx,95,,LNP
ltuerl8,96,,LNP
lttw6dq,97,,LNP
lttwowv,98,,LNP
lttww91,99,YC,LNP
ltuetns,100,COL,ALP
ltu7gff,101,,Greens
ltua0ex,102,,LNP
ltuc82a,103,,
ltudypn,104,,
ltue91l,105,YC,LNP
lttlt7a,106,,LNP
ltuf9lb,107,EI,LNP
lttpnrr,108,,
ltu3vsr,109,,
ltu50zf,110,,LNP
ltueutx,111,,
lttdnpb,112,,
lttquw7,113,,
lttr5gk,114,,
lttr7vh,115,,
lttrni9,116,,LNP
ltts1de,117,,
lttt3pr,118,,LNP
lttxeik,119,,
lttzyu1,120,,LNP
ltu6aim,121,,
ltu70yy,122,,LNP
ltuuz6l,123,,
lttwk8n,124,,LNP
ltue3mo,125,H,LNP
ltuf34m,126,,Greens
lttqakt,127,,
ltufmpy,128,,
lttvl3i,129,,Greens
ltsc1kv,130,,
lttpnd8,131,,
lttqvcw,132,,LNP
lttrd6u,133,,
ltts0mc,134,AL,ON
ltu4gr2,135,,
ltu9myt,136,AL,LNP
ltufv9b,137,,LNP
ltuhl6p,138,,LNP
ltu7mou,139,,
ltucpq9,140,,Greens
ltrn0q4,141,,ALP
ltrvvzh,142,,ALP
ltuftqo,143,,
ltuakqc,144,,
ltucl4s,145,COL,ALP
lttx4xy,146,,
ltu7dmu,147,,
ltu98zp,148,,
ltue3f6,149,,
ltrxc5w,150,,
ltthj0o,151,,
ltti9xa,152,,
lttjvjb,153,,
lttuxg7,154,,
lttvfcq,155,,
lttvzg6,156,,
lttyls7,157,,
ltu07gq,158,,
ltu9q50,159,,
ltudfxj,160,,
ltuf5wi,161,,
ltugwjw,162,,
lttnvhd,163,,
lttzz0g,164,,
ltu1h5p,165,,
ltu3aah,166,,LNP
ltugeud,167,,
ltueyy3,168,,LNP
ltufne6,169,,
ltuiryp,170,,LNP
ltuejp5,171,,LNP
ltrdnvw,172,COL,
lttqw3h,173,YC,LNP
lttun5n,174,AL,LNP
ltu0rjs,175,,
lttpgue,176,,LNP
lttqh88,177,,
lttqwhp,178,,
lttqxne,179,,
ltttvge,180,,
lttxknt,181,,
ltu1x0i,182,EI,ALP
ltucqb7,183,,
lts9as6,184,,
ltucx8r,185,,
ltu8d44,186,,LNP
lttql5a,187,,
lttvpt9,188,,Greens
lttxvs8,189,,
ltuifaq,190,,ALP
ltujxxr,191,,
ltub7r2,192,EI,LNP
lts5msb,193,,
lttp5cz,194,,
lttqqsm,195,,
lttqsj9,196,,
lttrt75,197,,
lttsvwu,198,,
ltu0k07,199,,LNP
ltu5dbt,200,,LNP
ltu6ec2,201,,
lttvynx,202,,Greens
lttiu0o,203,EI,ALP
lttpx6o,204,,LNP
lttxebz,205,,
ltrvi8i,206,,Greens
lttu9q8,207,,ALP
ltugbdu,208,,
ltu4ewp,209,,Greens
ltu8y0x,210,,
ltu9q42,211,,
ltu3hli,212,,
ltuc85d,213,EI,
ltsdpfk,214,,
lttp5iq,215,,LNP
lttu9g2,216,,
lttxeoy,217,,
ltu5ib8,218,,
lttzlsv,219,,
ltub4tp,220,,ALP
ltujjxy,221,,Greens
lttriet,222,,Greens
lttzsy3,223,,
ltu3gag,224,,
ltu7zj4,225,,
ltuhgn1,226,,LNP
ltw5vva,227,,
ltug0hx,228,,
ltu4clp,229,,
ltufmnm,230,,
ltufz5d,231,,
ltu9evj,232,,
ltu1t6u,233,,
ltu3qnc,234,,ALP
ltugdnk,235,,
ltudfgc,236,,Greens
ltrv5a9,237,,
ltsj6cx,238,,
lttvire,239,,Greens
ltscme6,240,,
lttky32,241,,LNP
lttnc7s,242,,ALP
lttqsi7,243,,
ltu6wuy,244,,
ltuempb,245,,
ltucr3a,246,,Greens
ltu4ftg,247,,
ltrvwaq,1,,LNP
lts57wp,2,,
ltub8cy,3,,
ltuew8m,4,,LNP
ltuhxxm,5,,Greens
ltukdto,6,,ALP
ltqynxw,7,,
ltu4y6n,8,,
ltsd003,9,,
lttlhxt,10,,
lttr08n,11,,
lttuqe7,12,,
lttx94j,13,,
lttzmw7,14,,LNP
ltu99q4,15,,ALP
ltui1jr,16,YC,LNP
lttltjx,17,,
lttql7q,18,,Greens
ltuftzv,19,,LNP
lttrwj5,20,,ALP
ltuh7yd,21,,Greens
lttxqcz,22,,LNP
ltu23rr,23,,
ltu30k1,24,,LNP
ltr82du,25,,
ltrhhel,26,,
ltu4hj6,27,,
ltu5o8g,28,,
lttrlne,29,,
ltttkzx,30,,LNP
lttx3ct,31,,LNP
lts2lgc,32,,
lttrrka,33,,
ltuag56,34,COL,ALP
lttwypp,35,,Greens
ltu1yce,36,EI,ALP
ltud3n3,37,,
lts03l0,38,,LNP
ltuev1v,39,,LNP
ltuiymh,40,,
ltuj1jo,41,,
ltrug04,42,,
ltue7hc,43,,ALP
lttpe0c,44,,Greens
ltuagnr,45,,ALP
ltua3ph,46,,LNP
ltudv49,47,,LNP
ltuj52j,48,,ALP
ltugfb6,49,,
lttm3jh,50,,LNP
lttsc5n,51,,
lttwp9f,52,,KAP
ltuc0nx,53,,ALP
ltufbpq,54,,ALP
ltua6gy,55,,ALP
ltuahul,56,,ALP
lttnfwt,57,,
lttwkzn,58,,
ltrvwlx,59,,LNP
lttjd0i,60,,LNP
ltttn3q,61,,KAP
ltu40me,62,,LNP
ltu4ikw,63,,
ltu8z4t,64,,
ltujuc9,65,,
ltqzxla,66,,
ltty0rd,67,,ALP
ltubifx,68,,ALP
lttqyf1,69,,
ltu8243,70,COL,ALP
ltu4kml,71,,LNP
ltqugtd,72,,ON
ltqr3ww,73,,
ltrhsaa,74,,
lttna8m,75,,ALP
ltsg417,76,,
lttn44x,77,YC,LNP
ltu7w11,78,,LNP
lttmfa3,79,,
ltsz8d5,80,,
lttt03u,81,,
ltuc2k8,82,,
ltu8d37,83,,ALP
ltu3ksv,84,YC,LNP
ltsitwu,85,AL,LNP
lttlku8,86,,ALP
ltu7lp3,87,,
ltts17k,88,,
ltu5zvz,89,,
lttuw2f,90,,Greens
ltu099m,91,,LNP
ltszdhw,92,YC,LNP
ltu42nb,93,,LNP
lttuzgb,94,,LNP
ltu8afm,95,COL,ALP
lttwg9u,96,,
lttb714,97,,
lttqs0q,98,,
ltua9ji,99,,ALP
ltub50z,100,,
ltukhb8,101,,
ltrnj89,102,,
lts86u7,103,,
ltu4znn,104,YC,LNP
ltu4w5f,105,YC,LNP
ltu4owy,106,,
ltu7735,107,YC,LNP
ltu4qsv,108,,
ltu4nsh,109,,
ltu4o4x,110,,
lttykdk,111,,
ltt77py,112,,
lttmzrk,113,,
ltt772v,114,,
ltu4hey,115,,
lttfxr1,116,,
ltu0unb,117,YC,LNP
lttqm0e,118,YC,LNP
lttzycp,119,,
lttqje5,120,,
ltufp13,121,,LNP
ltt5o3m,122,,
lttbyc0,123,,
ltttt7t,124,,
lttu5xf,125,EI,LNP
lttu65y,126,,
ltu7sva,127,,
ltu45dj,128,,ALP
ltsarvs,129,,
ltslndw,130,,
lts86a6,131,,
ltrxltt,132,,
ltropa0,133,,
lttsy9o,134,,
ltumc42,135,,
ltqygdz,136,,
ltrihnv,137,,
ltqwvw7,138,,KAP
lts5cw2,139,,
lttp5do,140,,
lttst1f,141,,
lttoqwt,142,,ALP
ltto9kf,143,,ALP
lttqgeh,144,,
lttqd7z,145,YC,LNP
lttsbb0,146,YC,LNP
lttsnlt,147,,
ltucqhx,148,,Greens
ltw6qge,149,,Greens
lttv9qu,150,,
lttvg4v,151,,LNP
lttwjci,152,,ALP
lttycfr,153,EI,LNP
lttyo4p,154,EI,LNP
ltty6v4,155,,LNP
ltu9xao,156,,LNP
ltu4014,157,,
ltua8ju,158,,
ltuegtn,159,,
lttt7m7,160,,
ltu0acr,161,,
lttyu7s,162,,
ltuf3r1,163,,ALP
lttuyd0,164,,ALP
lttueuv,165,,
ltu77go,166,,Greens
ltu60hw,167,,Greens
ltu6k61,168,,Greens
ltubukx,169,,
ltw71sm,170,,Greens
ltreny9,171,,
ltsi21k,172,,ALP
ltsr7o2,173,,
lttrptn,174,,KAP
ltuahm4,175,,
lttuc3c,176,,KAP
lttuvpp,177,,
ltuhxe9,178,,
lttykv8,179,,
lttyk50,180,,
lttzh50,181,,
lttzgb7,182,,
lttzs2c,183,,
ltu2wgm,184,,LNP
ltua439,185,,ALP
ltuhaez,186,,
ltuhco0,187,,KAP
ltuh2yr,188,,
lttracu,189,,
lttw6bn,190,,
lttzh9g,191,,
ltu69v1,192,,
lttyqfa,193,,
ltu900i,194,,Greens
ltuev53,195,,
ltubj8n,196,,LNP
ltuhiv6,197,,LNP
ltstcy2,198,,
lts7pw3,199,,
lttj0tp,200,,
ltub16o,201,,LNP
ltu613l,202,,ALP
ltu5fnv,203,,
ltu6kn0,204,COL,ALP
lts5lph,205,,
ltsgas8,206,EI,ALP
ltrj15b,207,,
ltr4o0c,208,,LNP
lts1afs,209,,
ltr9xsf,210,,ALP
ltsitdl,211,,LNP
ltrl8xp,212,YC,
ltu0mls,213,,
lttn9jh,214,,
lttnfyv,215,,LNP
lttoshw,216,,LNP
lttnf48,217,YC,LNP
ltu72rl,218,,LNP
ltstbzg,219,,
ltts4g9,220,,LNP
lttvdrs,221,YC,LNP
ltuax1q,222,,
lttzzhn,223,,
ltuabex,224,YC,LNP
lttvrh2,225,,LNP
lttf3w8,226,,
lttfova,227,,
lttfzxe,228,,
lttgtpl,229,,
lttgfa8,230,,
ltttzzv,231,,LNP
lttm9yj,232,,
lttwhpb,233,,
lttx00m,234,,
lttuaag,235,,
lttty8p,236,,
ltu99cr,237,,
ltratsj,238,,
ltrqqdm,239,,ALP
ltrpts9,1,,
lts96nv,2,,
ltsageg,3,,ALP
ltty9gx,4,,
lttya6z,5,,
ltty914,6,,
lts6bac,7,,
lts6qu7,8,,
ltsdd0s,9,,ALP
ltqxkag,10,,
ltrfqdi,11,,
ltr8m5q,12,,
ltrb7oj,13,,
ltsy2ff,14,,
lttamyo,15,H,LNP
lttwh6d,16,,
ltu0yx6,17,,
ltrefyd,18,,ALP
ltrwzwg,19,,ALP
ltrbyu7,20,AL,ALP
ltrc6gt,21,,
ltrwwst,22,,ALP
ltsfc68,23,,ALP
ltsthu9,24,,
lttzphq,25,,
lttzqxl,26,,
lttzl3v,27,,
ltu1q5t,28,,
ltt2ysc,29,YC,LNP
lttrc9q,30,,ON
lttrdes,31,,
lttvhb2,32,,
lttvdoq,33,,LNP
lttzd79,34,,
lttghpy,35,,
lttggdl,36,,
lttgh2s,37,,
lttmnvh,38,,
lttqb3t,39,,
ltttu62,40,,
lttufpn,41,,
lttun8z,42,,
ltu7b8m,43,,LNP
ltr60qj,44,,
ltr121g,45,,
ltro5tp,46,,
lttu5ig,47,,
lttu66v,48,,
lttq9ge,49,,
lttwaft,50,,Greens
ltu2ivo,51,,
ltu6ti1,52,,
ltu68ko,53,,LNP
ltttybc,54,,LNP
lttu49n,55,YC,LNP
lttutp5,56,,
ltttlg6,57,,
ltsrm66,58,,
ltsszdr,59,,
lttsbao,60,,
lttg0wy,61,,
ltucen6,62,,
ltucbss,63,,
ltud9hv,64,,
lttn0vv,65,,
lttpmhp,66,,
ltuscy3,67,,
lttqn6e,68,,
lttsok9,69,,
lttsave,70,AL,LNP
lttv7il,71,,KAP
lttsd4r,72,,
ltttmts,73,,
ltuaj5e,74,,
lttwqgt,75,,
ltu3pnr,76,,
ltu8dck,77,,
ltu87vw,78,,
ltu77x5,79,,
lttjdxh,80,,
lttjev9,81,,
lttvmaf,82,,
lttvfft,83,,
lttwqo5,84,,
ltu4l00,85,,
lttslyu,86,,
lttsz3s,87,,
lttv1hl,88,,
lttzjrr,89,,
lttzqjc,90,,ALP
ltu4hlp,91,EI,ALP
ltu67f8,92,EI,LNP
lttni69,93,,LNP
lttq67j,94,,
lttxa94,95,,
lttyqqz,96,,
lttxuuz,97,,
lttzxa5,98,AL,KAP
ltu0yjv,99,,
ltugfy5,100,,LNP
lttrnpu,101,,
lttu18c,102,,
lttyhb9,103,,
lttunyg,104,,
lttuw20,105,,
lttuxko,106,,
lttw08n,107,,
lttwh5d,108,,LNP
lttwleh,109,,
lttz0ho,110,,
lttzoaz,111,AL,KAP
ltu5ezy,112,,ON
ltul356,113,,LNP
ltsglll,114,,ALP
ltu4ihn,115,,ON
lttpcvu,116,,
lttpod7,117,,Greens
lttq5ur,118,,Greens
ltttfeu,119,,Greens
ltu3ghm,120,,
ltu32ro,121,,
ltu39d6,122,AL,KAP
ltu3dcs,123,,LNP
ltu4qrq,124,AL,KAP
ltu36su,125,AL,LNP
ltubl2w,126,,
ltubvwm,127,,LNP
ltubs7r,128,AL,LNP
ltuc1vl,129,,
ltuhjyg,130,AL,KAP
ltuahu0,131,,ALP
ltubf44,132,,
ltuau2g,133,,
ltua51e,134,,
lttrxk1,135,AL,LNP
ltts3on,136,,
lttswgd,137,,LNP
lttwg24,138,,
ltu1087,139,EI,ALP
ltubi2b,140,,
ltuh297,141,,
ltuk63z,142,,
ltt4gaw,143,,
ltts0d4,144,,
lttrxcm,145,,ON
ltttd26,146,,
lttuqde,147,,
lttyauz,148,,
lttybnx,149,,
lttyhqn,150,,
lttyh7j,151,,
ltu1keb,152,,
ltu2183,153,EI,LNP
ltu4ak3,154,,
ltu0y4u,155,EI,LNP
ltu07ml,156,,
ltu0s5x,157,,
ltug7li,158,,
ltujl8m,159,YC,ALP
lttm067,160,,
lttpnyh,161,,
lttpjq4,162,,
ltu1rg9,163,,
ltuado0,164,,
ltuijn6,165,,
ltuijkj,166,,
lttr08z,167,COL,ALP
lttqsa7,168,,
lttu9xo,169,,
lttw9dn,170,,
lttz1c1,171,,
ltu1pp5,172,,
lts7nva,173,,
ltrr2ve,174,,
ltsittm,175,COL,ALP
ltsljse,176,COL,ALP
lttc9me,177,,
ltsv3ri,178,,
ltt2ljv,179,,Greens
lttr6bq,180,,LNP
lttq8ba,181,,ALP
lttvb89,182,AL,KAP
lttvooj,183,,KAP
lttv8qg,184,,KAP
lttvbxn,185,,KAP
lttvkwd,186,,Greens
ltty48i,187,,
lttzemb,188,,
lttylop,189,,
lttyter,190,,
lttz2xk,191,,
lttz4ya,192,,
lttz5t0,193,,
lttze8i,194,,
ltu45s9,195,,
ltqz7fp,196,,LNP
ltqw3nr,197,,
ltscwxo,198,,
ltrv3uq,199,,LNP
ltrvx2h,200,AL,LNP
ltrdt6l,201,,
ltr0s5t,202,,
ltrymm0,203,,LNP
ltrpblu,204,,LNP
ltr9eww,205,,LNP
lts2w4i,206,,LNP
lts4msu,207,AL,LNP
lttrfrf,208,,
lttrqpt,209,,
lttyh7t,210,,
ltu0waa,211,,LNP
ltu0xjv,212,,LNP
ltu1d67,213,,LNP
ltu34on,214,,ALP
ltu2kq9,215,,
lttv1zj,216,COL,LNP
ltu0a4c,217,,
ltu20ag,1,,LNP
ltud8dn,2,,ALP
ltuevzv,3,,
ltuf7rk,4,COL,
ltubuhp,5,,LNP
ltuc55r,6,,
ltuct3b,7,,
lttriqu,8,,
lttrs5q,9,,
ltu2c49,10,,
ltu2chm,11,,
ltt4q7l,12,,
lttmpxz,13,,Greens
ltton1k,14,YC,
lttow41,15,,ALP
lttpghm,16,,ALP
lttp4oz,17,,ALP
ltts5wh,18,,ALP
lttpxdx,19,,LNP
lttq4r3,20,,ALP
lttq8mf,21,,
lttqe92,22,,
lttqvgk,23,,
lttqjqg,24,,
lttqyf9,25,,ALP
ltttliv,26,,
ltttl7f,27,,
lttuyyl,28,,
lttubc2,29,,
lttw0r1,30,,
lttup5n,31,,LNP
lttum7v,32,,
lttvq4j,33,,
lttwj1z,34,,
lttyk4j,35,,
ltu3h8l,36,,LNP
ltrhgg6,37,,ALP
lttd4wh,38,,
lttqkh8,39,,
lttqboi,40,,
lttrhqa,41,AL,KAP
lttspl8,42,,
lttqv7o,43,,
lttrv2i,44,,
lttrzuk,45,,
lttuuav,46,,
lttuxm4,47,,
ltu7g8a,48,,
ltujjn6,49,AL,LNP
ltuku3o,50,,
ltu3f07,51,YC,LNP
ltu3f50,52,,
ltu3gsl,53,,
ltu3ijy,54,,LNP
